Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-08-12 00:00:00+05:30,27.58032261024917,28.488391165391917,27.58032261024917,28.274728775024414,212976,0.0,0.0
2002-08-13 00:00:00+05:30,28.310325147615277,28.764359207506313,27.687141889648903,27.89190101623535,153576,0.0,0.0
2002-08-14 00:00:00+05:30,27.9542216338757,27.9542216338757,25.443682171094327,25.96893882751465,822776,0.0,0.0
2002-08-15 00:00:00+05:30,25.96893882751465,25.96893882751465,25.96893882751465,25.96893882751465,0,0.0,0.0
2002-08-16 00:00:00+05:30,25.835403968066398,27.063964424264388,25.46149284651189,25.90662384033203,811856,0.0,0.0
2002-08-19 00:00:00+05:30,26.12028068665997,26.12028068665997,25.025259758649366,25.265628814697266,205880,0.0,0.0
2002-08-20 00:00:00+05:30,25.443682171094327,27.580310576231323,25.274532965727015,25.96893882751465,3773624,0.0,0.0
2002-08-21 00:00:00+05:30,27.402256148164632,27.91860960402166,26.013449962770952,27.24201011657715,3011064,0.0,0.0
2002-08-22 00:00:00+05:30,28.141172644078516,29.610104436744276,27.99873022990195,28.41715431213379,6732480,0.0,0.0
2002-08-23 00:00:00+05:30,28.6664339257898,31.07014111832497,28.319232319129696,30.126462936401367,4841672,0.0,0.0
2002-08-26 00:00:00+05:30,30.607195240963975,30.803053895832978,29.77925297154951,30.019624710083008,2576912,0.0,0.0
2002-08-27 00:00:00+05:30,30.26889904120226,31.51526547231059,29.022532610093933,29.271804809570312,3694224,0.0,0.0
2002-08-28 00:00:00+05:30,29.18277776008535,29.627908614979045,28.693133819702286,29.298513412475586,1674960,0.0,0.0
2002-08-29 00:00:00+05:30,29.12046107051811,29.823767277877522,29.02253173906887,29.298513412475586,1236544,0.0,0.0
2002-08-30 00:00:00+05:30,29.38753930087071,32.13844741428903,29.37863614048582,31.372821807861328,3762384,0.0,0.0
2002-09-02 00:00:00+05:30,31.871388938989533,32.74384486789192,31.37284152953182,31.693336486816406,2389568,0.0,0.0
2002-09-03 00:00:00+05:30,31.871363681580316,32.004902914883026,29.912788259807225,30.206573486328125,986784,0.0,0.0
